text,topic,label,score,hate_label,hate_score,labels,scores,Top 3
gelten ganztag weiterführend schule kind ermöglichen behinderung,Bildung,neutral,0.6708062887191772,neutral,0.945123255252838,infrastruktur,0.2524471282958984,"[('infrastruktur', 0.25244712829589844), ('gesundheit', 0.1854146271944046), ('bildung', 0.17787420749664307)]"
beratung versorgungsstruktur notwendig,Bildung,neutral,0.6997532248497009,neutral,0.9804899096488952,bildung,0.2249855548143386,"[('bildung', 0.22498555481433868), ('gesundheit', 0.2183721363544464), ('infrastruktur', 0.17026452720165253)]"
patientin selbstbestimmt informiert grundlage entscheidung treffen pro- blemen wirksam zeitnah durchsetzen krankenkasse,Gesundheit,neutral,0.8184501528739929,neutral,0.9704868793487548,bildung,0.2475821822881698,"[('bildung', 0.24758218228816986), ('gesundheit', 0.16907936334609985), ('soziale ursachen', 0.13826888799667358)]"
verständlich information zutat herkunft herstellung ökologisch fußabdruck nötig transpa- renz sorgen,Gesundheit,neutral,0.7775834202766418,neutral,0.9887274503707886,wissenschaft,0.2170601189136505,"[('wissenschaft', 0.2170601189136505), ('bildung', 0.21227826178073883), ('gesundheit', 0.10830546915531158)]"
mobilität   ff,Infrastruktur,neutral,0.7345952987670898,neutral,0.9647074937820436,gesundheit,0.1990816593170166,"[('gesundheit', 0.1990816593170166), ('soziale ursachen', 0.16917257010936737), ('none', 0.15129977464675903)]"
bürger*inne,Infrastruktur,neutral,0.5624353289604187,neutral,0.9872360825538636,bildung,0.2327766716480255,"[('bildung', 0.2327766716480255), ('gesundheit', 0.16209794580936432), ('none', 0.14865826070308685)]"
erreichen planung inf- rastrukturvorhab auswirkung klima natur umwelt umfassend prüfen berücksichtigen,Klima,neutral,0.7813224196434021,neutral,0.9874324798583984,klima,0.2462977468967437,"[('klima', 0.24629774689674377), ('infrastruktur', 0.2141878306865692), ('bildung', 0.16293539106845856)]"
beweislastumkehr absatz,Klima,neutral,0.8779075145721436,neutral,0.9727175235748292,bildung,0.2564669549465179,"[('bildung', 0.25646695494651794), ('wirtschaft', 0.20439212024211884), ('gesundheit', 0.16455839574337006)]"
europäer*inne unser stark gemeinsam binnenmarkt international standard setzen innovation vor- antreiben,Politik und Ideologie,positiv,0.5919843912124634,neutral,0.9886047840118408,bildung,0.4230318367481231,"[('bildung', 0.42303183674812317), ('gesundheit', 0.12194549292325974), ('none', 0.0827355608344078)]"
währungsordnung,Politik und Ideologie,neutral,0.7953249216079712,neutral,0.9676231741905212,wirtschaft,0.6396443247795105,"[('wirtschaft', 0.6396443247795105), ('gesundheit', 0.08842799812555313), ('none', 0.052184317260980606)]"
leben künftig wissenschaftler*inn künstlerin forscher*in betrieb hochschule außeruniversitär einrichtung permanent leidenschaft idee arbeiten antwort frage stellen,Wissenschaft,neutral,0.6173929572105408,neutral,0.9881889820098876,wissenschaft,0.5836952924728394,"[('wissenschaft', 0.5836952924728394), ('bildung', 0.12873321771621704), ('gesundheit', 0.06702984124422073)]"
sicherheit cyber informationsraum schaffen   digitalisierung technologie bieten möglichkei ten schaffen risiko offen demokratisch gesellschaf ten werfen bestimmt bereich schwerwiegend ethisch politisch rechtlich frage,Wissenschaft,neutral,0.794388473033905,neutral,0.9862416982650756,bildung,0.2344641834497451,"[('bildung', 0.23446418344974518), ('politik und ideologie', 0.20606274902820587), ('soziale ursachen', 0.12251677364110947)]"
gleich berechtigung kooperation zusammenhalt vielfalt maßstab bürger*innennahen staat verwirklichen,soziale Ursachen,neutral,0.5797271132469177,neutral,0.9872074723243712,bildung,0.2917988300323486,"[('bildung', 0.29179883003234863), ('gesundheit', 0.23438997566699982), ('politik und ideologie', 0.12800873816013336)]"
region versorgungsproblem kämpfen investieren gestalten,soziale Ursachen,negativ,0.5096161961555481,neutral,0.9859742522239684,bildung,0.3049562573432922,"[('bildung', 0.30495625734329224), ('gesundheit', 0.16575612127780914), ('wirtschaft', 0.15822434425354004)]"
künstlersozialkaß ksk finanziell stärken rechtssicherheit mitgliedschaft ksk künstler*innen zeitweise produktion versicherungspflichtig anstellen schaffen freiwillig weiterversicherung selbständige arbeitslosenversicherung vereinfachen,wirtschaft,neutral,0.7303606271743774,neutral,0.981447458267212,wirtschaft,0.230209395289421,"[('wirtschaft', 0.23020939528942108), ('bildung', 0.19813881814479828), ('soziale ursachen', 0.14082039892673492)]"
sauber bilanz deutsch kapitalmarkt   bilanzskandal wirecard zuständig wirtschaftsprü fer*inne staatlich aufsicht aufgabe scheitern,wirtschaft,negativ,0.7381138205528259,neutral,0.9766765236854552,wirtschaft,0.3985041379928589,"[('wirtschaft', 0.3985041379928589), ('gesundheit', 0.2799059748649597), ('bildung', 0.14513252675533295)]"
